DeveloperName__c,FulfilmentType__c,FulfilmentType__r.ReferenceName__c,FulfilmentTypeReference__c,Id,Name,NextStatus__c,ReferenceName__c,RelatedFlow__c,RelatedTaskInformation__c,Status__c,Tasks__c
LUMP_SUM_JUNIOR_ISA_SUBMIT_FULFILMENT,a2hQz000000UArnIAG,LUMP_SUM_JUNIOR_ISA,,a2gQz000000tIfxIAE,Submit fulfilment Lump sum Junior ISA,Chase client payment,,FulfilmentScreenSubmitInflowFufilment,submit_isa_lump_sum,Submit fulfilment,Payment details emailed to client?;Has any phasing been set up?
LUMP_SUM_JUNIOR_SIPP_SUBMIT_FULFILMENT,a2hQz000000UAroIAG,LUMP_SUM_JUNIOR_SIPP,,a2gQz000000tIfyIAE,Submit fulfilment Lump sum Junior SIPP,Chase client payment,,FulfilmentScreenSubmitInflowFufilment,submit_sipp_lump_sum,Submit fulfilment,Payment details emailed to client?;Has any phasing been set up?
LUMP_SUM_SIPP_SUBMIT_FULFILMENT,a2hQz000000UArpIAG,LUMP_SUM_SIPP,,a2gQz000000tIfzIAE,Submit fulfilment Lump sum SIPP,Chase client payment,,FulfilmentScreenSubmitInflowFufilment,submit_sipp_lump_sum,Submit fulfilment,Payment details emailed to client?;Has any phasing been set up?
REBALANCE_GIA_SUBMIT_FULFILMENT,a2hQz000000UArvIAG,REBALANCE_GIA,,a2gQz000000tIg0IAE,Submit fulfilment Rebalance GIA,Complete,,FulfilmentScreenInvestmentMandateUpdates,submit_rebalance,Submit fulfilment,Have you double checked the investment mandate?
REBALANCE_ISA_SUBMIT_FULFILMENT,a2hQz000000UArwIAG,REBALANCE_ISA,,a2gQz000000tIg1IAE,Submit fulfilment Rebalance ISA,Complete,,FulfilmentScreenInvestmentMandateUpdates,submit_rebalance,Submit fulfilment,Have you double checked the investment mandate?
REBALANCE_JUNIOR_ISA_SUBMIT_FULFILMENT,a2hQz000000UArxIAG,REBALANCE_JUNIOR_ISA,,a2gQz000000tIg2IAE,Submit fulfilment Rebalance Junior ISA,Complete,,FulfilmentScreenInvestmentMandateUpdates,submit_rebalance,Submit fulfilment,Have you double checked the investment mandate?
REBALANCE_JUNIOR_SIPP_SUBMIT_FULFILMENT,a2hQz000000UAryIAG,REBALANCE_JUNIOR_SIPP,,a2gQz000000tIg3IAE,Submit fulfilment Rebalance Junior SIPP,Complete,,FulfilmentScreenInvestmentMandateUpdates,submit_rebalance,Submit fulfilment,Have you double checked the investment mandate?
REBALANCE_SIPP_SUBMIT_FULFILMENT,a2hQz000000UArzIAG,REBALANCE_SIPP,,a2gQz000000tIg4IAE,Submit fulfilment Rebalance SIPP,Complete,,FulfilmentScreenInvestmentMandateUpdates,submit_rebalance,Submit fulfilment,Have you double checked the investment mandate?
REGULAR_GIA_SUBMIT_FULFILMENT,a2hQz000000UAs0IAG,REGULAR_GIA,,a2gQz000000tIg5IAE,Submit fulfilment Regular GIA,Await first regular,,FulfilmentScreenSubmitInflowFufilment,submit_gia_regular,Submit fulfilment,Everything hunky-dory?
REGULAR_ISA_SUBMIT_FULFILMENT,a2hQz000000UAs1IAG,REGULAR_ISA,,a2gQz000000tIg6IAE,Submit fulfilment Regular ISA,Await first regular,,FulfilmentScreenSubmitInflowFufilment,submit_isa_regular,Submit fulfilment,Everything hunky-dory?
REGULAR_JUNIOR_ISA_SUBMIT_FULFILMENT,a2hQz000000UAs2IAG,REGULAR_JUNIOR_ISA,,a2gQz000000tIg7IAE,Submit fulfilment Regular Junior ISA,Await first regular,,FulfilmentScreenSubmitInflowFufilment,submit_isa_regular,Submit fulfilment,Everything hunky-dory?
REGULAR_JUNIOR_SIPP_SUBMIT_FULFILMENT,a2hQz000000UAs3IAG,REGULAR_JUNIOR_SIPP,,a2gQz000000tIg8IAE,Submit fulfilment Regular Junior SIPP,Await first regular,,FulfilmentScreenSubmitInflowFufilment,submit_sipp_regular,Submit fulfilment,Everything hunky-dory?
REGULAR_SIPP_SUBMIT_FULFILMENT,a2hQz000000UAs4IAG,REGULAR_SIPP,,a2gQz000000tIg9IAE,Submit fulfilment Regular SIPP,Await first regular,,FulfilmentScreenSubmitInflowFufilment,submit_sipp_regular,Submit fulfilment,Everything hunky-dory?
OPEN_PRODUCT_GIA_AWAITING_AD_HOC_ACTION,a2hQz000000UArqIAG,OPEN_PRODUCT_GIA,,a2gQz000000tIgAIAU,Awaiting ad hoc action Open product GIA,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,"Have any documents been saved to the correct folder?;Has the action been completed?;Have we thanked the client for their action, if appropriate?"
OPEN_PRODUCT_ISA_AWAITING_AD_HOC_ACTION,a2hQz000000UArrIAG,OPEN_PRODUCT_ISA,,a2gQz000000tIgBIAU,Awaiting ad hoc action Open product ISA,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,"Have any documents been saved to the correct folder?;Has the action been completed?;Have we thanked the client for their action, if appropriate?"
OPEN_PRODUCT_SIPP_AWAITING_AD_HOC_ACTION,a2hQz000000UAruIAG,OPEN_PRODUCT_SIPP,,a2gQz000000tIgCIAU,Awaiting ad hoc action Open product SIPP,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,"Have any documents been saved to the correct folder?;Has the action been completed?;Have we thanked the client for their action, if appropriate?"
OPEN_PRODUCT_SIPP_AWAITING_PRE-REQUISITES,a2hQz000000UAruIAG,OPEN_PRODUCT_SIPP,,a2gQz000000tIgDIAU,Awaiting pre-requisites Open product SIPP,,,FulfilmentScreenForms,send_eow_forms,Awaiting pre-requisites,
OPEN_PRODUCT_GIA_INVESTMENT_CHECKS,a2hQz000000UArqIAG,OPEN_PRODUCT_GIA,,a2gQz000000tIgEIAU,Investment checks Open product GIA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Is the investment mandate correct?;Is the plan in IO correctly?;Has the IO ID been added to the Salesforce policy?;Was the client sent a cancellation notice?
OPEN_PRODUCT_ISA_INVESTMENT_CHECKS,a2hQz000000UArrIAG,OPEN_PRODUCT_ISA,,a2gQz000000tIgFIAU,Investment checks Open product ISA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Is the investment mandate correct?; Is the plan and all contributions in IO correctly?;Has the IO ID been added to the Salesforce policy?;Was the client sent a cancellation notice?
OPEN_PRODUCT_JUNIOR_ISA_INVESTMENT_CHECKS,a2hQz000000UArsIAG,OPEN_PRODUCT_JUNIOR_ISA,,a2gQz000000tIgGIAU,Investment checks Open product Junior ISA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Is the investment mandate correct?;Has the IO ID been added to the Salesforce policy?; Is the plan and all contributions in IO correctly?;Was the client sent a cancellation notice?
OPEN_PRODUCT_JUNIOR_SIPP_INVESTMENT_CHECKS,a2hQz000000UArtIAG,OPEN_PRODUCT_JUNIOR_SIPP,,a2gQz000000tIgHIAU,Investment checks Open product Junior SIPP,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the registered contact been emailed a cancellation notice?;Is the investment mandate correct?;Has the plan been added to IO correctly?;Has the IO ID been added to the Salesforce policy?;
OPEN_PRODUCT_SIPP_INVESTMENT_CHECKS,a2hQz000000UAruIAG,OPEN_PRODUCT_SIPP,,a2gQz000000tIgIIAU,Investment checks Open product SIPP,Complete,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Is the investment mandate correct?;Is the plan in IO correctly?;Has the IO ID been added to the Salesforce policy?;Was the client sent a cancellation notice?
OPEN_PRODUCT_GIA_SUBMIT_FULFILMENT,a2hQz000000UArqIAG,OPEN_PRODUCT_GIA,,a2gQz000000tIgJIAU,Submit fulfilment Open product GIA,Complete,,FulfilmentProductOpened,input_plan_details,Submit fulfilment,Have you sent a cancellation notice to this client?;Are all the fees set up correctly?
OPEN_PRODUCT_ISA_SUBMIT_FULFILMENT,a2hQz000000UArrIAG,OPEN_PRODUCT_ISA,,a2gQz000000tIgKIAU,Submit fulfilment Open product ISA,Complete,,FulfilmentProductOpened,input_plan_details,Submit fulfilment,Have you sent a cancellation notice to this client?;Are all the fees set up correctly?
OPEN_PRODUCT_JUNIOR_ISA_SUBMIT_FULFILMENT,a2hQz000000UArsIAG,OPEN_PRODUCT_JUNIOR_ISA,,a2gQz000000tIgLIAU,Submit fulfilment Open product Junior ISA,Complete,,FulfilmentProductOpened,input_plan_details,Submit fulfilment,Have you sent a cancellation notice to this client?;Are all the fees set up correctly?
OPEN_PRODUCT_JUNIOR_SIPP_SUBMIT_FULFILMENT,a2hQz000000UArtIAG,OPEN_PRODUCT_JUNIOR_SIPP,,a2gQz000000tIgMIAU,Submit fulfilment Open product Junior SIPP,Complete,,FulfilmentProductOpened,input_plan_details,Submit fulfilment,Are all the fees set up correctly?
OPEN_PRODUCT_SIPP_SUBMIT_FULFILMENT,a2hQz000000UAruIAG,OPEN_PRODUCT_SIPP,,a2gQz000000tIgNIAU,Submit fulfilment Open product SIPP,Complete,,FulfilmentProductOpened,input_plan_details,Submit fulfilment,Are all the fees set up correctly?;Have you uploaded the EoW form to the HW portal?
EXTERNAL_TRANSFER_GIA_AWAITING_AD_HOC_ACTION,a2hQz000000UArbIAG,EXTERNAL_TRANSFER_GIA,,a2gQz000000tIgOIAU,Awaiting ad hoc action External transfer GIA,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,"Have any documents been saved to the correct folder?;Has the action been completed?;Have we thanked the client for their action, if appropriate?"
LUMP_SUM_KNOWLEDGE_INTENSIVE_EIS_AWAITING_AD_HOC_ACTION,a2hQz000000UAsSIAW,LUMP_SUM_EIS,,a2gQz000000tIgPIAU,Awaiting ad hoc action Lump sum Knowledge Intensive EIS,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,"Have any documents been saved to the correct folder?;Has the action been completed?;Have we thanked the client for their action, if appropriate?"
OPEN_PRODUCT_JUNIOR_ISA_AWAITING_AD_HOC_ACTION,a2hQz000000UArsIAG,OPEN_PRODUCT_JUNIOR_ISA,,a2gQz000000tIgQIAU,Awaiting ad hoc action Open product Junior ISA,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,"Have any documents been saved to the correct folder?;Has the action been completed?;Have we thanked the client for their action, if appropriate?"
LUMP_SUM_WITHDRAWAL_SIPP_SUBMIT_FULFILMENT,a2hQz000000UAsNIAW,LUMP_SUM_WITHDRAWAL_SIPP,,a2gQz000000tIgRIAU,Submit fulfilment Lump sum withdrawal SIPP,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_withdrawal,Submit fulfilment,Was the correct cash build up option selected?;Has the client been told the withdrawal has been instructed?
LUMP_SUM_WITHDRAWAL_SIPP_CHASE_PROVIDER,a2hQz000000UAsNIAW,LUMP_SUM_WITHDRAWAL_SIPP,,a2gQz000000tIgSIAU,Chase provider Lump sum withdrawal SIPP,Investment checks,,FulfilmentScreenWithdrawal,chase_hubwise,Chase provider,Has the withdrawal been added to IO?
LUMP_SUM_WITHDRAWAL_SIPP_CHASE_CLIENT_PAYMENT,a2hQz000000UAsNIAW,LUMP_SUM_WITHDRAWAL_SIPP,,a2gQz000000tIgTIAU,Chase client payment Lump sum withdrawal SIPP,Investment checks,,FulfilmentScreenFundsReceived,chase_lump_sum_withdrawal,Chase client payment,Has the client confirmed receipt?
LUMP_SUM_WITHDRAWAL_SIPP_INVESTMENT_CHECKS,a2hQz000000UAsNIAW,LUMP_SUM_WITHDRAWAL_SIPP,,a2gQz000000tIgUIAU,Investment checks Lump sum withdrawal SIPP,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is IO set up right, with the correct start date?"
LUMP_SUM_WITHDRAWAL_ISA_SUBMIT_FULFILMENT,a2hQz000000UAsLIAW,LUMP_SUM_WITHDRAWAL_ISA,,a2gQz000000tIgVIAU,Submit fulfilment Lump sum withdrawal ISA,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_withdrawal,Submit fulfilment,Was the correct cash build up option selected?;Has the client been told the withdrawal has been instructed?
LUMP_SUM_WITHDRAWAL_ISA_CHASE_PROVIDER,a2hQz000000UAsLIAW,LUMP_SUM_WITHDRAWAL_ISA,,a2gQz000000tIgWIAU,Chase provider Lump sum withdrawal ISA,Investment checks,,FulfilmentScreenWithdrawal,chase_hubwise,Chase provider,Has the withdrawal been added to IO?
LUMP_SUM_WITHDRAWAL_ISA_CHASE_CLIENT_PAYMENT,a2hQz000000UAsLIAW,LUMP_SUM_WITHDRAWAL_ISA,,a2gQz000000tIgXIAU,Chase client payment Lump sum withdrawal ISA,Investment checks,,FulfilmentScreenFundsReceived,chase_lump_sum_withdrawal,Chase client payment,Has the client confirmed receipt?
LUMP_SUM_WITHDRAWAL_ISA_INVESTMENT_CHECKS,a2hQz000000UAsLIAW,LUMP_SUM_WITHDRAWAL_ISA,,a2gQz000000tIgYIAU,Investment checks Lump sum withdrawal ISA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is IO set up right, with the correct start date?"
LUMP_SUM_WITHDRAWAL_GIA_SUBMIT_FULFILMENT,a2hQz000000UAsKIAW,LUMP_SUM_WITHDRAWAL_GIA,,a2gQz000000tIgZIAU,Submit fulfilment Lump sum withdrawal GIA,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_withdrawal,Submit fulfilment,Was the correct cash build up option selected?;Has the client been told the withdrawal has been instructed?
LUMP_SUM_WITHDRAWAL_GIA_CHASE_PROVIDER,a2hQz000000UAsKIAW,LUMP_SUM_WITHDRAWAL_GIA,,a2gQz000000tIgaIAE,Chase provider Lump sum withdrawal GIA,Investment checks,,FulfilmentScreenWithdrawal,chase_hubwise,Chase provider,Has the withdrawal been added to IO?
LUMP_SUM_WITHDRAWAL_GIA_CHASE_CLIENT_PAYMENT,a2hQz000000UAsKIAW,LUMP_SUM_WITHDRAWAL_GIA,,a2gQz000000tIgbIAE,Chase client payment Lump sum withdrawal GIA,Investment checks,,FulfilmentScreenFundsReceived,chase_lump_sum_withdrawal,Chase client payment,Has the client confirmed receipt?
LUMP_SUM_WITHDRAWAL_GIA_INVESTMENT_CHECKS,a2hQz000000UAsKIAW,LUMP_SUM_WITHDRAWAL_GIA,,a2gQz000000tIgcIAE,Investment checks Lump sum withdrawal GIA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is IO set up right, with the correct start date?"
REGULAR_WITHDRAWAL_SIPP_SUBMIT_FULFILMENT,a2hQz000000UAsPIAW,REGULAR_WITHDRAWAL_SIPP,,a2gQz000000tIgdIAE,Submit fulfilment Regular withdrawal SIPP,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_regular_withdrawal,Submit fulfilment,Was the correct cash build up option selected?;Has the client been told the withdrawal has been instructed?
REGULAR_WITHDRAWAL_SIPP_CHASE_PROVIDER,a2hQz000000UAsPIAW,REGULAR_WITHDRAWAL_SIPP,,a2gQz000000tIgeIAE,Chase provider Regular withdrawal SIPP,Await first regular,,FulfilmentScreenWithdrawal,chase_hubwise,Chase provider,Has the withdrawal been added to IO?
REGULAR_WITHDRAWAL_SIPP_AWAIT_FIRST_REGULAR,a2hQz000000UAsPIAW,REGULAR_WITHDRAWAL_SIPP,,a2gQz000000tIgfIAE,Await first regular Regular withdrawal SIPP,Investment checks,,FulfilmentScreenFundsReceived,chase_regular_withdrawal,Await first regular,Has the client confirmed receipt?
REGULAR_WITHDRAWAL_SIPP_INVESTMENT_CHECKS,a2hQz000000UAsPIAW,REGULAR_WITHDRAWAL_SIPP,,a2gQz000000tIggIAE,Investment checks Regular withdrawal SIPP,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is IO set up right, with the correct start date?"
